campaign,lambda_obs,r_retained_fraction,u_useful_fraction,v_incorporation_fraction,h_exchanges_per_unit,mu_eff_capability_units_per_day,evidentiary_status
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,1.0,10000,0.05000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.1,1.0,100000,0.005000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.1,100,1.2500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.1,1000,0.12500000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.1,10000,0.012500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.1,100000,0.0012500000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.25,100,3.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.25,1000,0.3125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.25,10000,0.03125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.25,100000,0.003125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.5,100,6.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.5,1000,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.5,10000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.5,100000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.75,100,9.375000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.75,1000,0.9375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.75,10000,0.09375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,0.75,100000,0.009375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,1.0,100,12.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,1.0,1000,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,1.0,10000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.25,1.0,100000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.1,100,2.5000000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.1,1000,0.25000000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.1,10000,0.025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.1,100000,0.0025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.25,100,6.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.25,1000,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.25,10000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.25,100000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.5,100,12.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.5,1000,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.5,10000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.5,100000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.75,100,18.750000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.75,1000,1.8750000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.75,10000,0.18750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,0.75,100000,0.018750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,1.0,100,25.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,1.0,1000,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,1.0,10000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.5,1.0,100000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.1,100,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.1,1000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.1,10000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.1,100000,0.0037500000000000007,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.25,100,9.375000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.25,1000,0.9375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.25,10000,0.09375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.25,100000,0.009375000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.5,100,18.750000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.5,1000,1.8750000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.5,10000,0.18750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.5,100000,0.018750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.75,100,28.125000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.75,1000,2.8125000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.75,10000,0.28125000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,0.75,100000,0.028125000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,1.0,100,37.50000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,1.0,1000,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,1.0,10000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,0.75,1.0,100000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.1,100,5.000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.1,1000,0.5000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.1,10000,0.05000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.1,100000,0.005000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.25,100,12.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.25,1000,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.25,10000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.25,100000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.5,100,25.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.5,1000,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.5,10000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.5,100000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.75,100,37.50000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.75,1000,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.75,10000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,0.75,100000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,1.0,100,50.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,1.0,1000,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,1.0,10000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.05,1.0,1.0,100000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.1,100,1.0000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.1,1000,0.10000000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.1,10000,0.010000000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.1,100000,0.0010000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.25,100,2.5000000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.25,1000,0.25000000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.25,10000,0.025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.25,100000,0.0025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.5,100,5.000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.5,1000,0.5000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.5,10000,0.05000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.5,100000,0.005000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.75,100,7.500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.75,1000,0.7500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.75,10000,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,0.75,100000,0.0075000000000000015,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,1.0,100,10.000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,1.0,1000,1.0000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,1.0,10000,0.10000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.1,1.0,100000,0.010000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.1,100,2.5000000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.1,1000,0.25000000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.1,10000,0.025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.1,100000,0.0025000000000000005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.25,100,6.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.25,1000,0.625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.25,10000,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.25,100000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.5,100,12.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.5,1000,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.5,10000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.5,100000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.75,100,18.750000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.75,1000,1.8750000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.75,10000,0.18750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,0.75,100000,0.018750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,1.0,100,25.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,1.0,1000,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,1.0,10000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.25,1.0,100000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.1,100,5.000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.1,1000,0.5000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.1,10000,0.05000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.1,100000,0.005000000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.25,100,12.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.25,1000,1.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.25,10000,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.25,100000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.5,100,25.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.5,1000,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.5,10000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.5,100000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.75,100,37.50000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.75,1000,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.75,10000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,0.75,100000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,1.0,100,50.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,1.0,1000,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,1.0,10000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.5,1.0,100000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.1,100,7.500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.1,1000,0.7500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.1,10000,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.1,100000,0.0075000000000000015,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.25,100,18.750000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.25,1000,1.8750000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.25,10000,0.18750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.25,100000,0.018750000000000003,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.5,100,37.50000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.5,1000,3.7500000000000004,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.5,10000,0.37500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.5,100000,0.037500000000000006,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.75,100,56.25000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.75,1000,5.625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.75,10000,0.5625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,0.75,100000,0.05625000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,1.0,100,75.00000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,1.0,1000,7.500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,1.0,10000,0.7500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,0.75,1.0,100000,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.1,100,10.000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.1,1000,1.0000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.1,10000,0.10000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.1,100000,0.010000000000000002,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.25,100,25.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.25,1000,2.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.25,10000,0.25,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.25,100000,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.5,100,50.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.5,1000,5.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.5,10000,0.5,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.5,100000,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.75,100,75.00000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.75,1000,7.500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.75,10000,0.7500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,0.75,100000,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,1.0,100,100.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,1.0,1000,10.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,1.0,10000,1.0,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.1,1.0,1.0,100000,0.1,scenario
