campaign,lambda_obs,r_retained_fraction,u_useful_fraction,v_incorporation_fraction,h_exchanges_per_unit,mu_eff_capability_units_per_day,evidentiary_status
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.25,1000,0.31249999999999994,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.25,10000,0.031249999999999993,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.25,100000,0.0031249999999999993,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.5,100,6.249999999999999,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.5,1000,0.6249999999999999,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.5,10000,0.062499999999999986,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.5,100000,0.006249999999999999,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.75,100,9.374999999999998,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.75,1000,0.9374999999999999,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.75,10000,0.09374999999999999,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,0.75,100000,0.009375,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,1.0,100,12.499999999999998,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,1.0,1000,1.2499999999999998,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,1.0,10000,0.12499999999999997,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,0.75,1.0,100000,0.012499999999999997,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.1,100,1.6666666666666665,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.1,1000,0.16666666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.1,10000,0.016666666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.1,100000,0.0016666666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.25,100,4.166666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.25,1000,0.41666666666666663,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.25,10000,0.041666666666666664,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.25,100000,0.004166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.5,100,8.333333333333332,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.5,1000,0.8333333333333333,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.5,10000,0.08333333333333333,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.5,100000,0.008333333333333333,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.75,100,12.499999999999998,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.75,1000,1.2499999999999998,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.75,10000,0.12499999999999997,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,0.75,100000,0.012499999999999997,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,1.0,100,16.666666666666664,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,1.0,1000,1.6666666666666665,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,1.0,10000,0.16666666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.01,1.0,1.0,100000,0.016666666666666666,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.1,100,0.8333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.1,1000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.1,10000,0.008333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.1,100000,0.0008333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.25,100,2.083333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.25,1000,0.20833333333333337,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.25,10000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.25,100000,0.0020833333333333337,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.5,100,4.166666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.5,1000,0.41666666666666674,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.5,10000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.5,100000,0.0041666666666666675,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.75,100,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.75,1000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.75,10000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,0.75,100000,0.006250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,1.0,100,8.333333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,1.0,1000,0.8333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,1.0,10000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.1,1.0,100000,0.008333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.1,100,2.083333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.1,1000,0.20833333333333337,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.1,10000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.1,100000,0.0020833333333333337,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.25,100,5.208333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.25,1000,0.5208333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.25,10000,0.052083333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.25,100000,0.005208333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.5,100,10.416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.5,1000,1.0416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.5,10000,0.10416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.5,100000,0.010416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.75,100,15.625000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.75,1000,1.5625000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.75,10000,0.15625000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,0.75,100000,0.015625000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,1.0,100,20.833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,1.0,1000,2.0833333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,1.0,10000,0.20833333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.25,1.0,100000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.1,100,4.166666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.1,1000,0.41666666666666674,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.1,10000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.1,100000,0.0041666666666666675,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.25,100,10.416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.25,1000,1.0416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.25,10000,0.10416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.25,100000,0.010416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.5,100,20.833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.5,1000,2.0833333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.5,10000,0.20833333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.5,100000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.75,100,31.250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.75,1000,3.1250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.75,10000,0.31250000000000006,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,0.75,100000,0.03125000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,1.0,100,41.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,1.0,1000,4.166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,1.0,10000,0.4166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.5,1.0,100000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.1,100,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.1,1000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.1,10000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.1,100000,0.006250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.25,100,15.625000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.25,1000,1.5625000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.25,10000,0.15625000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.25,100000,0.015625000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.5,100,31.250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.5,1000,3.1250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.5,10000,0.31250000000000006,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.5,100000,0.03125000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.75,100,46.875,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.75,1000,4.6875,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.75,10000,0.46875,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,0.75,100000,0.046875,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,1.0,100,62.50000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,1.0,1000,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,1.0,10000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,0.75,1.0,100000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.1,100,8.333333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.1,1000,0.8333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.1,10000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.1,100000,0.008333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.25,100,20.833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.25,1000,2.0833333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.25,10000,0.20833333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.25,100000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.5,100,41.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.5,1000,4.166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.5,10000,0.4166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.5,100000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.75,100,62.50000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.75,1000,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.75,10000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,0.75,100000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,1.0,100,83.33333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,1.0,1000,8.333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,1.0,10000,0.8333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.05,1.0,1.0,100000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.1,100,1.666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.1,1000,0.16666666666666669,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.1,10000,0.01666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.1,100000,0.0016666666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.25,100,4.166666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.25,1000,0.41666666666666674,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.25,10000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.25,100000,0.0041666666666666675,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.5,100,8.333333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.5,1000,0.8333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.5,10000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.5,100000,0.008333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.75,100,12.500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.75,1000,1.2500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.75,10000,0.12500000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,0.75,100000,0.012500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,1.0,100,16.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,1.0,1000,1.666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,1.0,10000,0.16666666666666669,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.1,1.0,100000,0.01666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.1,100,4.166666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.1,1000,0.41666666666666674,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.1,10000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.1,100000,0.0041666666666666675,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.25,100,10.416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.25,1000,1.0416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.25,10000,0.10416666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.25,100000,0.010416666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.5,100,20.833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.5,1000,2.0833333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.5,10000,0.20833333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.5,100000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.75,100,31.250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.75,1000,3.1250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.75,10000,0.31250000000000006,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,0.75,100000,0.03125000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,1.0,100,41.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,1.0,1000,4.166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,1.0,10000,0.4166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.25,1.0,100000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.1,100,8.333333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.1,1000,0.8333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.1,10000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.1,100000,0.008333333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.25,100,20.833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.25,1000,2.0833333333333335,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.25,10000,0.20833333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.25,100000,0.020833333333333336,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.5,100,41.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.5,1000,4.166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.5,10000,0.4166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.5,100000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.75,100,62.50000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.75,1000,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.75,10000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,0.75,100000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,1.0,100,83.33333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,1.0,1000,8.333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,1.0,10000,0.8333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.5,1.0,100000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.1,100,12.500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.1,1000,1.2500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.1,10000,0.12500000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.1,100000,0.012500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.25,100,31.250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.25,1000,3.1250000000000004,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.25,10000,0.31250000000000006,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.25,100000,0.03125000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.5,100,62.50000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.5,1000,6.250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.5,10000,0.6250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.5,100000,0.06250000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.75,100,93.75,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.75,1000,9.375,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.75,10000,0.9375,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,0.75,100000,0.09375,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,1.0,100,125.00000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,1.0,1000,12.500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,1.0,10000,1.2500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,0.75,1.0,100000,0.12500000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.1,100,16.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.1,1000,1.666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.1,10000,0.16666666666666669,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.1,100000,0.01666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.25,100,41.66666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.25,1000,4.166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.25,10000,0.4166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.25,100000,0.04166666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.5,100,83.33333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.5,1000,8.333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.5,10000,0.8333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.5,100000,0.08333333333333334,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.75,100,125.00000000000001,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.75,1000,12.500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.75,10000,1.2500000000000002,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,0.75,100000,0.12500000000000003,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,1.0,100,166.66666666666669,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,1.0,1000,16.666666666666668,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,1.0,10000,1.6666666666666667,scenario
DeepSeek_Distillation_Cluster,166666.66666666666,0.1,1.0,1.0,100000,0.16666666666666669,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.1,100,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.1,1000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.1,10000,0.0001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.1,100000,1e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.25,100,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.25,1000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.25,10000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.25,100000,2.5e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.5,100,0.05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.5,1000,0.005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.5,10000,0.0005,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.5,100000,5e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.75,100,0.07500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.75,1000,0.007500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.75,10000,0.0007500000000000001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,0.75,100000,7.500000000000001e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,1.0,100,0.1,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,1.0,1000,0.01,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,1.0,10000,0.001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.1,1.0,100000,0.0001,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.1,100,0.025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.1,1000,0.0025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.1,10000,0.00025,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.1,100000,2.5e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.25,100,0.0625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.25,1000,0.00625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.25,10000,0.000625,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.25,100000,6.25e-05,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.5,100,0.125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.5,1000,0.0125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.5,10000,0.00125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.5,100000,0.000125,scenario
Targeted_Agentic_Distillation_Cluster,100000.0,0.001,0.25,0.75,100,0.1875,scenario
